221.842453994;53.688620095;roi; 
296.247215899;114.565243472;roi; 
188.022107673;144.327148234;background; 
221.842453994;179.500308407;background; 
275.955008106;145.679962086;background; 
311.128168279;180.85312226;background; 
150.143319795;73.9808278872;digit; 
198.844618496;121.329312736;digit; 
85.2082548596;129.446195853;digit; 
133.909553561;182.205936112;digit; 
52.740722392;220.084723991;digit; 
98.7363933877;272.844464251;digit; 
75.7385578899;308.017624424;digit; 
123.087042738;360.777364684;digit; 
139.320808972;374.305503212;digit; 
183.963666115;418.948360355;digit; 
227.253709405;404.067407974;digit; 
270.543752695;450.063078969;digit; 
312.480982132;378.36394477;digit; 
354.41821157;425.712429619;digit; 
381.474488626;314.781693688;digit; 
418.000462652;363.482992389;digit; 
416.647648799;228.201607108;digit; 
451.820808972;276.902905809;digit; 
390.944185595;137.563078969;digit; 
424.764531916;187.617191524;digit; 
320.597865249;80.7448971513;digit; 
363.887908539;128.093382;digit; 
