123.518241428;62.011103529;roi; 
191.537005225;132.37534194;roi; 
48.4630537896;134.720816553;roi; 
114.136342973;193.357681895;roi; 
15.626409198;233.230750328;roi; 
97.718020677;280.140242602;roi; 
43.7721045622;317.667836421;roi; 
121.172766814;376.304701763;roi; 
114.136342973;385.686600218;roi; 
184.500581383;453.705364015;roi; 
226.71912443;404.450397127;roi; 
271.28314209;472.469160924;roi; 
313.501685136;383.341125604;roi; 
372.138550478;453.705364015;roi; 
376.829499706;315.322361807;roi; 
447.193738116;383.341125604;roi; 
407.320669684;237.921699556;roi; 
475.339433481;277.794767988;roi; 
376.829499706;130.029867326;roi; 
449.53921273;193.357681895;roi; 
313.501685136;59.6656289153;roi; 
372.138550478;127.684392712;roi; 
224.373649816;24.48350971;roi; 
268.937667476;76.0839512111;roi; 
224.373649816;80.7749004385;roi; 
278.319565931;130.029867326;roi; 
149.318462178;158.17556269;background; 
191.537005225;207.430529578;background; 
278.319565931;146.448189622;background; 
329.920007432;205.085054964;background; 
