268.920376072;128.827049772;roi; 
390.673622825;226.229647175;roi; 
120.110852262;247.87466882;roi; 
249.980982132;331.749127694;roi; 
49.7645319158;402.095448041;roi; 
195.86842802;515.731811677;roi; 
79.5264366777;586.078132023;roi; 
241.864099015;686.186357132;roi; 
209.396566548;713.242634188;roi; 
341.972324124;805.233976179;roi; 
425.846782998;759.238305184;roi; 
534.071891223;878.285924231;roi; 
620.651977803;729.476400422;roi; 
712.643319795;840.407136352;roi; 
747.816479968;621.251292196;roi; 
864.15847131;718.653889599;roi; 
793.812150963;456.208002153;roi; 
926.387908539;564.433110378;roi; 
739.699596851;283.047828993;roi; 
888.50912066;369.627915573;roi; 
645.002627154;131.532677478;roi; 
747.816479968;250.580296526;roi; 
