423.141155292;36.8357077809;roi; 
580.067562219;201.878997824;roi; 
244.569726721;88.2426341878;roi; 
393.379250531;228.93527488;roi; 
87.6433197946;228.93527488;roi; 
255.392237544;353.394149339;roi; 
17.2969994483;421.03484198;roi; 
187.751544903;523.848694794;roi; 
47.0589042102;602.311898257;roi; 
212.102194254;724.06514501;roi; 
187.751544903;751.121422067;roi; 
323.032930184;899.930945876;roi; 
398.790505942;813.350859296;roi; 
523.249380401;945.926616872;roi; 
577.361934513;783.588954534;roi; 
715.3489475;929.692850638;roi; 
726.171458323;651.013196958;roi; 
874.980982132;797.117093062;roi; 
785.695267847;504.909300855;roi; 
948.032930184;605.017525963;roi; 
742.405224557;283.047828993;roi; 
907.4485146;396.684192629;roi; 
639.591371743;115.298911244;roi; 
769.461501613;258.697179642;roi; 
