425.846782998;50.3638463091;roi; 
574.656306808;169.411465357;roi; 
231.041588193;109.887655833;roi; 
371.734228886;215.407136352;roi; 
101.171458323;253.285924231;roi; 
228.335960487;353.394149339;roi; 
49.7645319158;434.562980508;roi; 
160.695267847;559.021854967;roi; 
71.4095535609;613.13440908;roi; 
231.041588193;767.3551883;roi; 
209.396566548;751.121422067;roi; 
352.794834946;891.814062759;roi; 
428.552410704;829.58462553;roi; 
558.422540574;929.692850638;roi; 
634.180116331;786.29458224;roi; 
736.993969145;880.991551937;roi; 
731.582713734;599.606270551;roi; 
885.803492955;751.121422067;roi; 
815.457172608;429.151725097;roi; 
950.73855789;561.727482673;roi; 
777.57838473;242.463413409;roi; 
877.686609838;345.277266222;roi; 
636.885744037;104.476400422;roi; 
734.28834144;212.701508647;roi; 
