124.039473915;41.178732291;roi; 
192.058237712;120.924869156;roi; 
44.2933370493;123.27034377;roi; 
121.693999301;186.59815834;roi; 
6.76574323035;228.816701386;roi; 
91.2028293231;275.72619366;roi; 
27.8750147535;322.635685933;roi; 
112.312100846;392.999924344;roi; 
112.312100846;400.036348185;roi; 
185.021813871;477.437010437;roi; 
224.894882303;421.145619708;roi; 
281.186273032;503.237231187;roi; 
325.750290692;395.345398958;roi; 
393.769054489;479.78248505;roi; 
389.078105261;327.326635161;roi; 
475.860665968;390.65444973;roi; 
419.569275239;242.889549068;roi; 
504.006361332;282.762617501;roi; 
389.078105261;113.888445315;roi; 
478.206140581;191.289107567;roi; 
328.095765305;29.4513592225;roi; 
391.423579875;120.924869156;roi; 
231.931306144;8.34208769936;roi; 
285.877222259;97.4701230194;roi; 
173.294440802;156.888765514;background; 
217.858458462;217.87110547;background; 
220.203933076;285.889869267;background; 
288.222696873;363.290531518;background; 
