224.307826274;52.8649514734;roi; 
295.591858651;124.14898385;roi; 
146.125339152;68.9613458811;digit; 
199.013492205;131.047438596;digit; 
86.3387313517;128.747953681;digit; 
134.627914575;179.336621819;digit; 
54.1459425364;218.427865381;digit; 
102.435125759;269.016533519;digit; 
72.5418218594;308.10777708;digit; 
123.130489998;356.396960303;digit; 
136.92739949;374.792839626;digit; 
192.115037459;429.980477596;digit; 
222.008341359;400.087173696;digit; 
272.597009497;452.975326749;digit; 
313.987737974;372.493354711;digit; 
359.977436282;425.381507765;digit; 
378.373315605;315.006231827;digit; 
428.961983743;360.995930134;digit; 
415.165074251;227.625805042;digit; 
454.256317812;271.316018434;digit; 
387.571255266;137.945893342;digit; 
426.662498828;186.235076565;digit; 
318.586707805;78.1592855426;digit; 
364.576406113;124.14898385;digit; 
